UID,USER_ID,TRANSACTION_TIME,TRANSACTION_TYPE,AMOUNT
0,8035,2021-01-23 15:15:58,Transaction_promo,9000
0,7244,2021-01-23 16:00:37,Transaction_promo,5600
0,8373,2021-01-23 16:19:39,Transaction_promo,3700
0,5793,2021-01-23 11:20:40,Organic,6900
0,8935,2021-01-23 15:22:20,Organic,1900
0,2515,2021-01-23 18:00:30,Organic,4400
0,4299,2021-01-23 18:10:18,Organic,7800
0,542,2021-01-23 16:02:41,Organic,2100
0,8373,2021-01-23 19:02:27,Organic,4300
0,1742,2021-01-24 11:03:24,Transaction_promo,10600
0,3966,2021-01-24 11:19:27,Transaction_promo,800
0,6625,2021-01-24 10:27:54,Transaction_promo,4500
0,3077,2021-01-24 11:21:10,Transaction_promo,6000
0,442,2021-01-24 11:26:19,Transaction_promo,3700
0,8842,2021-01-24 11:01:21,Transaction_promo,1600
0,494,2021-01-24 11:19:51,Transaction_promo,4800
0,168,2021-01-24 10:29:06,Transaction_promo,2200
0,7505,2021-01-24 11:14:54,Transaction_promo,4400
0,5340,2021-01-24 11:08:37,Transaction_promo,4100
0,3607,2021-01-24 11:06:47,Transaction_promo,4200
0,6224,2021-01-24 10:30:02,Transaction_promo,3800
0,6698,2021-01-24 10:11:09,Transaction_promo,4300
0,7022,2021-01-24 10:26:43,Transaction_promo,2500
0,7604,2021-01-24 10:07:05,Transaction_promo,5900
0,8369,2021-01-24 10:20:16,Transaction_promo,3800
0,9362,2021-01-24 11:06:18,Transaction_promo,1100
0,5590,2021-01-24 10:20:30,Transaction_promo,9600
0,3503,2021-01-24 11:15:15,Transaction_promo,1300
0,4779,2021-01-24 17:27:57,Organic,3900
0,8503,2021-01-24 12:11:51,Organic,5900
0,4930,2021-01-24 15:10:28,Organic,3200
0,5351,2021-01-24 18:22:18,Organic,7000
0,7894,2021-01-24 09:22:20,Organic,6900
0,2590,2021-01-24 21:17:04,Organic,3100
0,4653,2021-01-24 15:18:44,Organic,1200
0,6258,2021-01-24 17:04:11,Organic,5000
0,5687,2021-01-24 14:23:11,Organic,5800
0,1980,2021-01-24 19:21:57,Organic,7100
0,3265,2021-01-25 12:05:25,Transaction_promo,6300
0,5025,2021-01-25 12:10:46,Transaction_promo,1000
0,2191,2021-01-25 11:03:38,Transaction_promo,4200
0,7406,2021-01-25 11:06:11,Transaction_promo,5800
0,1549,2021-01-25 12:13:29,Transaction_promo,15300
0,6201,2021-01-25 12:30:17,Transaction_promo,9300
0,1570,2021-01-25 11:02:29,Transaction_promo,18900
0,4327,2021-01-25 11:19:12,Transaction_promo,7700
0,2336,2021-01-25 11:00:35,Transaction_promo,7600
0,7380,2021-01-25 11:28:30,Transaction_promo,1900
0,4650,2021-01-25 12:12:43,Transaction_promo,6400
0,2515,2021-01-25 11:16:23,Transaction_promo,4400
0,2552,2021-01-25 11:16:01,Transaction_promo,6800
0,513,2021-01-25 11:16:00,Transaction_promo,6700
0,4629,2021-01-25 11:23:36,Transaction_promo,6200
0,5929,2021-01-25 11:22:03,Transaction_promo,6900
0,2178,2021-01-25 11:00:56,Transaction_promo,8900
0,7540,2021-01-25 11:12:48,Transaction_promo,6800
0,8035,2021-01-25 12:23:46,Transaction_promo,9000
0,2830,2021-01-25 12:28:34,Transaction_promo,3900
0,2893,2021-01-25 12:30:57,Transaction_promo,1200
0,4026,2021-01-25 11:12:27,Transaction_promo,900
0,6153,2021-01-25 12:16:56,Transaction_promo,4300
0,1032,2021-01-25 12:20:20,Transaction_promo,7900
0,1767,2021-01-25 11:05:25,Transaction_promo,13700
0,325,2021-01-25 11:03:35,Transaction_promo,2700
0,2021,2021-01-25 12:14:48,Transaction_promo,15800
0,4836,2021-01-25 12:13:35,Transaction_promo,8200
0,1019,2021-01-25 11:27:11,Organic,6000
0,2467,2021-01-25 07:30:37,Organic,8800
0,3633,2021-01-25 17:13:55,Organic,1900
0,4723,2021-01-25 17:01:41,Organic,6100
0,8530,2021-01-25 09:29:17,Organic,8400
0,1549,2021-01-25 21:00:09,Organic,21100
0,7261,2021-01-25 19:24:10,Organic,2000
0,2884,2021-01-25 15:01:47,Organic,1700
0,2336,2021-01-25 17:19:33,Organic,8200
0,4352,2021-01-25 14:09:58,Organic,6500
0,7604,2021-01-25 15:30:57,Organic,5900
0,8599,2021-01-25 19:10:53,Organic,1900
0,5612,2021-01-25 09:14:35,Organic,6400
0,26,2021-01-25 22:12:42,Organic,1300
0,2023,2021-01-26 16:15:46,Transaction_promo,9900
0,354,2021-01-26 16:22:41,Transaction_promo,2400
0,1875,2021-01-26 16:25:33,Transaction_promo,15300
0,5025,2021-01-26 16:14:03,Transaction_promo,1700
0,8635,2021-01-26 15:12:47,Transaction_promo,4100
0,6004,2021-01-26 16:17:20,Transaction_promo,6500
0,8122,2021-01-26 16:17:36,Transaction_promo,9200
0,8877,2021-01-26 15:02:05,Transaction_promo,2700
0,180,2021-01-26 15:14:56,Transaction_promo,4000
0,7235,2021-01-26 15:29:41,Transaction_promo,5900
0,7799,2021-01-26 15:00:55,Transaction_promo,6900
0,1676,2021-01-26 15:27:33,Transaction_promo,8700
0,5576,2021-01-26 15:07:22,Transaction_promo,5700
0,3208,2021-01-26 15:24:19,Transaction_promo,7000
0,3798,2021-01-26 16:07:30,Transaction_promo,5900
0,6597,2021-01-26 16:13:56,Transaction_promo,5000
0,6681,2021-01-26 16:30:25,Transaction_promo,5500
0,8219,2021-01-26 15:19:22,Transaction_promo,4400
0,7505,2021-01-26 15:03:39,Transaction_promo,3900
0,3313,2021-01-26 16:15:49,Transaction_promo,8300
0,6073,2021-01-26 16:21:16,Transaction_promo,8900
0,3336,2021-01-26 16:05:34,Transaction_promo,2200
0,5372,2021-01-26 15:01:17,Transaction_promo,8000
0,5707,2021-01-26 16:06:46,Transaction_promo,1700
0,7989,2021-01-26 16:30:31,Transaction_promo,3200
0,1443,2021-01-26 16:23:45,Transaction_promo,16700
0,5875,2021-01-26 15:15:52,Transaction_promo,5500
0,6401,2021-01-26 15:28:47,Transaction_promo,9100
0,8016,2021-01-26 15:21:11,Transaction_promo,6100
0,3274,2021-01-26 15:02:00,Transaction_promo,7500
0,5750,2021-01-26 16:29:05,Transaction_promo,5800
0,215,2021-01-26 16:13:30,Transaction_promo,1500
0,4286,2021-01-26 16:12:07,Transaction_promo,4700
0,8082,2021-01-26 18:09:39,Organic,2300
0,2023,2021-01-26 18:27:42,Organic,8900
0,8498,2021-01-26 13:17:01,Organic,10000
0,5025,2021-01-26 16:08:21,Organic,1400
0,6492,2021-01-26 23:09:43,Organic,5000
0,6625,2021-01-26 17:08:18,Organic,6200
0,6427,2021-01-26 07:18:20,Organic,7100
0,621,2021-01-26 09:26:35,Organic,4700
0,4382,2021-01-26 18:21:49,Organic,4800
0,7894,2021-01-26 09:28:12,Organic,9000
0,6098,2021-01-26 08:17:41,Organic,6000
0,1439,2021-01-26 00:02:09,Organic,3200
0,2000,2021-01-26 11:21:17,Organic,9300
0,2336,2021-01-26 21:24:37,Organic,6200
0,2346,2021-01-26 13:24:54,Organic,5000
0,4793,2021-01-26 06:07:43,Organic,2500
0,3133,2021-01-26 05:23:20,Organic,6600
0,4503,2021-01-26 19:07:21,Organic,2000
0,6030,2021-01-26 06:01:08,Organic,2400
0,8565,2021-01-26 17:04:30,Organic,5400
0,9663,2021-01-26 08:24:17,Organic,1500
0,3247,2021-01-26 18:23:35,Organic,8700
0,3336,2021-01-26 20:03:42,Organic,2400
0,4404,2021-01-26 20:13:36,Organic,1900
0,7887,2021-01-26 17:30:39,Organic,5300
0,69,2021-01-26 13:27:29,Organic,4000
0,5673,2021-01-26 16:27:53,Organic,3500
0,5318,2021-01-26 18:03:58,Organic,6300
0,1286,2021-01-26 23:17:56,Organic,8100
0,7950,2021-01-26 17:12:01,Organic,1200
0,2717,2021-01-27 19:22:27,Transaction_promo,3600
0,4192,2021-01-27 18:24:18,Transaction_promo,6300
0,5793,2021-01-27 18:19:00,Transaction_promo,6000
0,6369,2021-01-27 18:11:28,Transaction_promo,4300
0,4207,2021-01-27 18:28:59,Transaction_promo,7000
0,2191,2021-01-27 19:24:11,Transaction_promo,6600
0,4642,2021-01-27 18:15:53,Transaction_promo,4800
0,5826,2021-01-27 18:18:12,Transaction_promo,8400
0,34,2021-01-27 19:11:05,Transaction_promo,5300
0,907,2021-01-27 18:22:41,Transaction_promo,6100
0,7261,2021-01-27 18:14:12,Transaction_promo,2400
0,6098,2021-01-27 19:30:10,Transaction_promo,6500
0,9619,2021-01-27 18:12:59,Transaction_promo,1200
0,7505,2021-01-27 18:13:47,Transaction_promo,6300
0,3120,2021-01-27 19:05:02,Transaction_promo,6500
0,2843,2021-01-27 18:08:04,Transaction_promo,7700
0,2516,2021-01-27 18:15:37,Transaction_promo,9900
0,423,2021-01-27 18:01:01,Transaction_promo,3800
0,6246,2021-01-27 18:30:12,Transaction_promo,2100
0,8458,2021-01-27 19:21:36,Transaction_promo,1200
0,1286,2021-01-27 19:11:15,Transaction_promo,8700
0,3025,2021-01-27 18:17:37,Transaction_promo,5000
0,5259,2021-01-27 11:21:13,Organic,2600
0,8417,2021-01-27 22:29:59,Organic,6200
0,6369,2021-01-27 01:18:44,Organic,4000
0,7848,2021-01-27 00:26:07,Organic,3900
0,8122,2021-01-27 10:25:43,Organic,5900
0,9681,2021-01-27 16:06:49,Organic,1500
0,100,2021-01-27 11:19:57,Organic,1900
0,5159,2021-01-27 15:29:14,Organic,7000
0,3282,2021-01-27 09:09:57,Organic,3900
0,6671,2021-01-27 09:17:12,Organic,9300
0,8054,2021-01-27 12:30:24,Organic,6500
0,2336,2021-01-27 11:08:02,Organic,10300
0,8486,2021-01-27 09:17:09,Organic,10200
0,4951,2021-01-27 22:19:31,Organic,4700
0,9431,2021-01-27 14:03:12,Organic,800
0,2893,2021-01-27 17:00:08,Organic,800
0,3336,2021-01-27 19:02:01,Organic,1600
0,4284,2021-01-27 16:22:36,Organic,4300
0,5687,2021-01-27 01:30:06,Organic,6800
0,7604,2021-01-27 11:22:15,Organic,7200
0,7428,2021-01-27 13:13:39,Organic,2300
0,8204,2021-01-27 07:31:00,Organic,5300
0,4569,2021-01-27 17:10:56,Organic,1100
0,7910,2021-01-27 23:29:30,Organic,1000
0,3265,2021-01-28 12:30:25,Transaction_promo,9700
0,3509,2021-01-28 13:11:47,Transaction_promo,8600
0,2058,2021-01-28 13:29:13,Transaction_promo,15100
0,4642,2021-01-28 12:27:22,Transaction_promo,6900
0,5462,2021-01-28 12:16:29,Transaction_promo,7000
0,180,2021-01-28 12:27:59,Transaction_promo,3600
0,4649,2021-01-28 12:04:37,Transaction_promo,2200
0,3450,2021-01-28 13:13:05,Transaction_promo,5400
0,27,2021-01-28 13:17:52,Transaction_promo,2900
0,2336,2021-01-28 12:16:35,Transaction_promo,5500
0,3116,2021-01-28 13:00:31,Transaction_promo,5800
0,3798,2021-01-28 12:19:45,Transaction_promo,6900
0,6597,2021-01-28 12:24:36,Transaction_promo,3500
0,2905,2021-01-28 12:28:36,Transaction_promo,3800
0,6979,2021-01-28 12:28:15,Transaction_promo,6000
0,5611,2021-01-28 13:22:42,Transaction_promo,4200
0,6215,2021-01-28 12:18:04,Transaction_promo,800
0,7067,2021-01-28 12:28:17,Transaction_promo,10000
0,1511,2021-01-28 12:29:15,Transaction_promo,6900
0,3814,2021-01-28 13:11:22,Transaction_promo,5500
0,7906,2021-01-28 12:01:02,Transaction_promo,8300
0,6401,2021-01-28 13:00:32,Transaction_promo,9700
0,8311,2021-01-28 13:02:30,Transaction_promo,9900
0,216,2021-01-28 12:20:19,Transaction_promo,6300
0,4766,2021-01-28 12:07:14,Transaction_promo,8600
0,4309,2021-01-28 13:04:03,Transaction_promo,2200
0,1099,2021-01-28 18:10:58,Organic,6700
0,2543,2021-01-28 13:24:45,Organic,5600
0,2560,2021-01-28 00:02:46,Organic,8800
0,2298,2021-01-28 19:11:58,Organic,6200
0,5159,2021-01-28 22:09:33,Organic,9800
0,3116,2021-01-28 01:24:18,Organic,5800
0,6681,2021-01-28 21:16:05,Organic,3800
0,8486,2021-01-28 01:11:07,Organic,9600
0,2515,2021-01-28 18:23:14,Organic,6600
0,8304,2021-01-28 13:12:16,Organic,3900
0,6335,2021-01-28 19:26:28,Organic,5800
0,3476,2021-01-28 07:21:52,Organic,6500
0,7604,2021-01-28 19:10:14,Organic,8600
0,8599,2021-01-28 19:05:51,Organic,1900
0,7945,2021-01-28 16:06:32,Organic,2100
0,4896,2021-01-28 11:06:13,Organic,6600
0,9309,2021-01-28 18:14:02,Organic,800
0,8458,2021-01-28 17:30:52,Organic,1500
0,394,2021-01-28 05:23:11,Organic,2700
0,7134,2021-01-28 00:27:38,Organic,5200
0,240,2021-01-29 10:08:13,Organic,6600
0,2717,2021-01-29 00:23:54,Organic,4300
0,6428,2021-01-29 12:04:30,Organic,4200
0,1676,2021-01-29 18:25:37,Organic,11900
0,22,2021-01-29 03:18:56,Organic,2300
0,2346,2021-01-29 16:06:33,Organic,5400
0,8219,2021-01-29 10:24:18,Organic,5500
0,846,2021-01-29 17:13:22,Organic,21900
0,4885,2021-01-29 18:22:08,Organic,7700
0,9421,2021-01-29 11:16:43,Organic,1100
0,810,2021-01-29 11:17:42,Organic,4700
0,5875,2021-01-29 17:14:29,Organic,3300
0,7987,2021-01-29 09:24:32,Organic,4600
0,3566,2021-01-29 00:03:14,Organic,7900
0,5775,2021-01-29 14:07:17,Organic,2500
0,7950,2021-01-29 10:14:26,Organic,2100
0,1419,2021-01-29 10:24:54,Organic,21300
0,5468,2021-01-29 21:04:53,Organic,8900
0,3113,2021-01-29 21:27:02,Organic,10700
0,4230,2021-01-29 10:17:07,Organic,8900
0,1119,2021-01-29 17:24:28,Organic,20000
0,1019,2021-01-30 19:30:05,Organic,6400
0,6216,2021-01-30 10:18:51,Organic,8300
0,1573,2021-01-30 10:15:50,Organic,3600
0,8327,2021-01-30 15:21:46,Organic,3700
0,824,2021-01-30 20:12:25,Organic,4500
0,6675,2021-01-30 21:12:31,Organic,6500
0,3747,2021-01-30 18:06:37,Organic,5500
0,4629,2021-01-30 19:16:15,Organic,5200
0,4503,2021-01-30 12:02:51,Organic,2800
0,8547,2021-01-30 20:07:55,Organic,2800
0,424,2021-01-30 18:14:10,Organic,4900
0,2830,2021-01-30 16:19:41,Organic,3600
0,5503,2021-01-30 20:26:46,Organic,2200
0,6153,2021-01-30 02:13:54,Organic,4300
0,6698,2021-01-30 21:18:55,Organic,4300
0,5318,2021-01-30 21:19:55,Organic,8800
0,656,2021-01-30 12:12:12,Organic,4000
0,6859,2021-01-30 11:30:38,Organic,2600
0,3649,2021-01-30 09:15:03,Organic,9100
0,7910,2021-01-30 11:08:17,Organic,1500
0,6877,2021-01-30 10:04:10,Organic,2700
0,3141,2021-01-31 15:19:19,Transaction_promo,6600
0,3509,2021-01-31 15:17:39,Transaction_promo,6900
0,7848,2021-01-31 15:02:32,Transaction_promo,2900
0,442,2021-01-31 15:19:38,Transaction_promo,3700
0,3651,2021-01-31 15:05:10,Transaction_promo,5700
0,4436,2021-01-31 16:01:01,Transaction_promo,3000
0,374,2021-01-31 16:02:45,Transaction_promo,4600
0,3642,2021-01-31 15:21:37,Transaction_promo,2700
0,6555,2021-01-31 16:05:28,Transaction_promo,8600
0,6098,2021-01-31 15:02:10,Transaction_promo,4700
0,1676,2021-01-31 15:30:37,Transaction_promo,9500
0,8884,2021-01-31 15:20:34,Transaction_promo,1500
0,2633,2021-01-31 16:24:46,Transaction_promo,6800
0,5275,2021-01-31 15:02:37,Transaction_promo,6100
0,3747,2021-01-31 15:24:49,Transaction_promo,6900
0,4629,2021-01-31 15:01:34,Transaction_promo,4100
0,9431,2021-01-31 16:20:06,Transaction_promo,700
0,9781,2021-01-31 15:08:39,Transaction_promo,800
0,2516,2021-01-31 15:05:55,Transaction_promo,8500
0,5707,2021-01-31 16:03:47,Transaction_promo,1300
0,8861,2021-01-31 15:19:29,Transaction_promo,5200
0,9213,2021-01-31 16:07:37,Transaction_promo,2000
0,6859,2021-01-31 16:26:31,Transaction_promo,2400
0,8827,2021-01-31 16:11:49,Transaction_promo,2000
0,3144,2021-01-31 15:03:25,Transaction_promo,4500
0,5684,2021-01-31 16:01:32,Transaction_promo,5100
0,7823,2021-01-31 15:26:20,Transaction_promo,5500
0,8416,2021-01-31 15:00:33,Transaction_promo,3000
0,2856,2021-01-31 16:29:57,Transaction_promo,2300
0,6427,2021-01-31 19:28:03,Organic,6100
0,913,2021-01-31 10:28:00,Organic,22900
0,27,2021-01-31 11:16:35,Organic,2200
0,3208,2021-01-31 13:03:27,Organic,6400
0,2377,2021-01-31 18:19:49,Organic,3300
0,8219,2021-01-31 20:29:33,Organic,4800
0,8622,2021-01-31 11:30:50,Organic,2400
0,8651,2021-01-31 10:11:36,Organic,3700
0,2905,2021-01-31 17:09:22,Organic,4800
0,7299,2021-01-31 07:25:08,Organic,5200
0,6408,2021-01-31 07:10:30,Organic,4100
0,7887,2021-01-31 18:18:24,Organic,8800
0,1149,2021-01-31 21:09:35,Organic,7500
0,1768,2021-01-31 09:09:52,Organic,16200
0,3783,2021-01-31 17:26:59,Organic,3100
0,7910,2021-01-31 20:11:44,Organic,1300
0,3296,2021-01-31 18:14:46,Organic,2000
0,5570,2021-01-31 22:24:24,Organic,5700
0,9121,2021-01-31 22:03:04,Organic,1400
0,5362,2021-01-31 16:24:44,Organic,5900
0,2856,2021-01-31 20:19:17,Organic,1400
0,2603,2021-02-01 11:15:50,Transaction_promo,4400
0,2893,2021-02-01 10:02:15,Transaction_promo,900
0,5707,2021-02-01 10:28:38,Transaction_promo,1500
0,4,2021-02-01 10:25:53,Transaction_promo,1600
0,6492,2021-02-01 17:02:59,Organic,4400
0,4363,2021-02-01 02:24:32,Organic,2200
0,8039,2021-02-02 11:10:35,Transaction_promo,5200
0,4408,2021-02-02 11:20:00,Organic,2500
0,9259,2021-02-02 16:22:56,Organic,1900
0,8498,2021-02-03 14:28:40,Transaction_promo,8600
0,6618,2021-02-03 13:20:41,Transaction_promo,3900
0,8327,2021-02-03 14:12:50,Transaction_promo,5700
0,1271,2021-02-03 13:25:16,Transaction_promo,8800
0,3571,2021-02-03 14:19:04,Transaction_promo,8000
0,4650,2021-02-03 14:06:52,Transaction_promo,8300
0,9431,2021-02-03 13:24:21,Transaction_promo,1200
0,4026,2021-02-03 13:04:06,Transaction_promo,1200
0,4404,2021-02-03 13:20:39,Transaction_promo,1300
0,6584,2021-02-03 14:20:18,Transaction_promo,3500
0,7945,2021-02-03 13:21:22,Transaction_promo,1300
0,7987,2021-02-03 14:14:07,Transaction_promo,5200
0,5750,2021-02-03 14:22:41,Transaction_promo,6300
0,3566,2021-02-03 13:16:53,Transaction_promo,4800
0,9513,2021-02-03 14:22:29,Transaction_promo,1600
0,9779,2021-02-03 13:00:49,Transaction_promo,900
0,3335,2021-02-03 13:05:30,Transaction_promo,4400
0,6665,2021-02-03 14:26:06,Transaction_promo,6100
0,7095,2021-02-03 13:05:49,Transaction_promo,3100
0,7207,2021-02-03 21:29:17,Organic,3700
0,9766,2021-02-03 19:08:10,Organic,1200
0,494,2021-02-03 12:04:24,Organic,6000
0,513,2021-02-03 17:03:06,Organic,3600
0,5420,2021-02-03 20:10:53,Organic,6600
0,215,2021-02-03 09:10:03,Organic,800
0,8400,2021-02-03 15:18:53,Organic,5400
0,2404,2021-02-03 17:11:29,Organic,9600
0,7207,2021-02-04 10:11:28,Transaction_promo,2500
0,8635,2021-02-04 10:03:34,Transaction_promo,4400
0,1186,2021-02-04 11:12:24,Transaction_promo,11800
0,9842,2021-02-04 11:19:26,Transaction_promo,1600
0,5905,2021-02-04 11:17:11,Transaction_promo,3700
0,7799,2021-02-04 10:19:44,Transaction_promo,6400
0,966,2021-02-04 11:28:43,Transaction_promo,8900
0,6273,2021-02-04 10:01:26,Transaction_promo,3500
0,7022,2021-02-04 10:07:28,Transaction_promo,3900
0,2444,2021-02-04 10:08:52,Transaction_promo,1000
0,4243,2021-02-04 11:22:58,Transaction_promo,10200
